,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Passenger Satisfaction
14926,51820,Male,Loyal Customer,44,Business travel,Eco Plus,370,4,4,3,4,4,4,4,4,5,5,4,4,2,4,15,24,Satisfied
14927,128089,Female,Loyal Customer,36,Business travel,Business,1345,2,1,1,1,2,2,2,1,2,3,4,2,1,2,0,40,Dissatisfied
14928,28666,Female,Loyal Customer,17,Personal Travel,Eco,2355,4,5,4,2,1,4,1,1,1,1,2,5,3,1,0,0,Dissatisfied
14929,20186,Female,disloyal Customer,47,Business travel,Eco Plus,403,3,3,3,5,3,3,1,3,4,2,4,5,1,3,73,63,Neutral
14930,70204,Female,Loyal Customer,10,Personal Travel,Eco,258,2,5,0,1,5,0,5,5,4,4,1,4,2,5,0,13,Neutral
14931,7326,Male,Loyal Customer,20,Business travel,Eco Plus,135,3,1,1,1,3,4,1,3,3,3,3,1,4,3,0,8,Dissatisfied
14932,71968,Female,Loyal Customer,47,Business travel,Business,1440,4,4,4,4,2,4,4,2,2,2,2,4,2,4,0,0,Neutral
14933,97451,Female,Loyal Customer,65,Personal Travel,Business,670,4,5,4,3,2,3,5,4,4,4,4,2,4,1,0,0,Satisfied
14934,5514,Male,Loyal Customer,46,Business travel,Business,2233,4,1,4,4,2,5,5,4,4,4,4,3,4,5,0,0,Satisfied
14935,30932,Male,Loyal Customer,34,Business travel,Business,3278,4,4,4,4,2,4,1,4,4,4,4,4,4,5,0,12,Satisfied
14936,15084,Male,Loyal Customer,39,Business travel,Business,239,2,2,2,2,5,2,5,5,5,5,5,1,5,1,5,0,Neutral
14937,10116,Male,disloyal Customer,14,Business travel,Business,984,5,0,5,2,2,5,2,2,4,4,4,3,5,2,10,0,Neutral
14938,19004,Female,disloyal Customer,24,Business travel,Eco,871,2,2,2,3,3,2,3,3,3,1,4,3,3,3,18,0,Dissatisfied
14939,54153,Male,Loyal Customer,47,Business travel,Eco,1372,2,1,1,1,2,2,2,2,3,2,2,2,3,2,149,130,Dissatisfied
14940,79770,Male,disloyal Customer,29,Business travel,Business,1035,4,4,4,4,5,4,5,5,3,5,3,4,4,5,0,0,Satisfied
14941,76760,Male,disloyal Customer,21,Business travel,Business,689,4,2,4,1,4,4,4,4,5,3,4,4,4,4,0,0,Satisfied
14942,21064,Female,Loyal Customer,56,Business travel,Eco,106,5,4,4,4,4,4,5,5,5,5,5,4,5,4,0,0,Very Satisfied
14943,117776,Female,Loyal Customer,48,Personal Travel,Business,1912,2,4,2,3,4,5,5,2,2,2,2,5,2,3,0,0,Neutral
14944,90863,Male,Loyal Customer,20,Business travel,Business,581,4,5,5,5,4,4,4,4,4,3,4,3,4,4,0,0,Satisfied
14945,111785,Male,disloyal Customer,37,Business travel,Eco,120,2,4,2,4,4,2,4,4,2,3,4,4,4,4,51,38,Neutral
14946,47376,Male,Loyal Customer,28,Business travel,Eco,588,2,3,3,3,2,2,2,2,1,3,2,2,3,2,0,0,Dissatisfied
14947,78704,Female,Loyal Customer,59,Business travel,Business,1656,1,2,2,2,1,3,3,1,1,1,1,3,1,2,3,6,Dissatisfied
14948,121520,Female,Loyal Customer,36,Business travel,Business,2986,5,5,5,5,3,5,5,5,5,5,5,3,5,4,0,5,Very Satisfied
14949,57308,Male,disloyal Customer,37,Business travel,Business,236,4,4,4,5,2,4,4,2,5,2,5,3,4,2,0,0,Satisfied
14950,32456,Male,disloyal Customer,37,Business travel,Eco,101,2,5,2,4,2,2,2,2,1,3,2,2,2,2,0,0,Dissatisfied
14951,118668,Male,Loyal Customer,69,Business travel,Business,221,4,4,4,4,2,5,1,5,5,5,3,5,5,5,4,0,Satisfied
14952,84363,Male,Loyal Customer,51,Business travel,Business,2753,1,1,1,1,2,5,5,5,5,5,5,4,5,3,0,0,Neutral
14953,121485,Female,Loyal Customer,64,Personal Travel,Eco,331,2,5,5,3,5,5,5,2,2,5,2,3,2,3,0,0,Satisfied
14954,62511,Male,Loyal Customer,49,Business travel,Business,1846,2,2,2,2,2,4,5,4,4,4,4,5,4,5,3,0,Satisfied
14955,21318,Male,Loyal Customer,12,Business travel,Eco Plus,692,3,3,4,3,3,3,4,3,3,2,4,2,3,3,1,3,Neutral
14956,23941,Male,Loyal Customer,23,Business travel,Business,936,1,4,4,4,1,1,1,1,1,5,3,1,4,1,18,10,Dissatisfied
14957,84405,Female,Loyal Customer,37,Personal Travel,Eco,606,3,1,3,4,5,3,5,5,3,3,3,1,4,5,20,25,Neutral
14958,90387,Female,Loyal Customer,54,Personal Travel,Business,270,2,0,2,4,4,4,3,3,3,2,3,3,3,1,0,3,Dissatisfied
14959,62520,Male,Loyal Customer,40,Business travel,Business,1846,5,5,5,5,5,4,4,5,5,5,5,3,5,3,0,27,Very Satisfied
14960,108463,Female,Loyal Customer,60,Personal Travel,Eco,1444,2,0,2,4,2,5,5,5,5,4,5,5,4,5,119,153,Satisfied
14961,73072,Male,disloyal Customer,20,Business travel,Eco,1085,3,3,3,4,4,3,4,4,4,1,3,2,3,4,0,0,Neutral
14962,8221,Male,Loyal Customer,54,Personal Travel,Eco,335,3,4,5,3,5,5,5,5,3,5,4,5,5,5,0,0,Satisfied
14963,116862,Female,disloyal Customer,16,Business travel,Eco,651,2,4,2,3,3,2,5,3,3,4,5,5,5,3,36,29,Satisfied
14964,26351,Male,Loyal Customer,43,Business travel,Business,3205,5,5,5,5,5,4,5,4,4,4,4,5,4,4,0,0,Very Satisfied
14965,117381,Female,Loyal Customer,21,Personal Travel,Eco,1294,1,4,1,1,5,1,5,5,5,2,4,4,5,5,22,29,Neutral
14966,67908,Female,Loyal Customer,34,Personal Travel,Eco,1205,3,4,3,3,5,3,5,5,4,5,3,3,4,5,3,0,Satisfied
14967,37725,Male,Loyal Customer,11,Personal Travel,Eco,944,1,3,1,3,2,1,2,2,2,2,4,2,3,2,120,108,Dissatisfied
14968,80693,Male,Loyal Customer,61,Business travel,Eco,748,2,5,5,5,2,2,2,2,4,5,2,3,3,2,0,0,Neutral
14969,125151,Female,Loyal Customer,59,Business travel,Business,1840,5,5,5,5,2,1,4,5,5,5,5,2,5,4,18,19,Satisfied
14970,94842,Male,Loyal Customer,37,Business travel,Business,239,2,3,3,3,2,4,4,2,2,2,2,2,2,4,0,0,Dissatisfied
14971,13444,Male,Loyal Customer,35,Business travel,Business,2863,4,4,4,4,3,5,5,3,3,4,3,5,3,4,22,19,Satisfied
14972,15833,Female,Loyal Customer,43,Business travel,Eco Plus,195,1,2,2,2,1,4,3,1,1,1,1,2,1,2,2,0,Dissatisfied
14973,83273,Female,Loyal Customer,27,Personal Travel,Eco,1979,5,5,5,4,4,5,4,4,5,3,3,2,4,4,0,0,Satisfied
14974,88941,Female,disloyal Customer,35,Business travel,Business,1199,1,1,1,4,3,1,3,3,4,2,5,4,5,3,1,0,Dissatisfied
14975,44461,Male,Loyal Customer,51,Business travel,Business,1627,1,1,1,1,2,4,5,4,4,4,5,5,4,2,0,0,Neutral
14976,2837,Female,Loyal Customer,40,Business travel,Business,409,5,5,5,5,4,4,4,5,5,5,5,5,5,4,0,7,Very Satisfied
14977,63019,Female,Loyal Customer,50,Business travel,Business,3107,5,5,1,5,2,4,5,5,5,4,5,5,5,3,14,5,Satisfied
14978,39985,Female,Loyal Customer,47,Business travel,Eco Plus,1262,4,1,1,1,3,5,3,3,3,4,3,5,3,3,0,1,Neutral
14979,76390,Male,disloyal Customer,24,Business travel,Eco,531,3,2,3,4,5,3,5,5,1,5,3,3,3,5,0,16,Satisfied
14980,16447,Female,Loyal Customer,36,Business travel,Business,2675,3,3,3,3,5,3,3,3,3,3,3,3,3,3,53,68,Neutral
14981,82248,Female,Loyal Customer,66,Personal Travel,Eco Plus,405,3,5,3,2,3,2,2,3,4,4,5,2,5,2,210,211,Neutral
14982,65751,Female,Loyal Customer,32,Personal Travel,Eco,1061,2,4,2,1,4,2,4,4,3,2,5,4,4,4,129,118,Neutral
14983,8148,Female,disloyal Customer,27,Business travel,Business,125,1,1,1,4,4,1,4,4,3,4,4,4,4,4,0,0,Neutral
14984,6155,Female,Loyal Customer,24,Business travel,Business,475,3,3,3,3,3,3,3,3,3,5,4,1,3,3,15,11,Neutral
14985,103756,Male,Loyal Customer,51,Business travel,Business,2108,3,3,3,3,4,4,5,4,4,4,4,3,4,4,31,43,Satisfied
14986,26266,Male,Loyal Customer,32,Business travel,Business,859,3,1,3,3,3,3,3,3,2,1,4,2,3,3,0,0,Dissatisfied
14987,89399,Male,Loyal Customer,33,Business travel,Business,3362,4,4,4,4,5,5,4,5,3,3,5,3,5,5,5,0,Satisfied
14988,21367,Female,Loyal Customer,48,Business travel,Business,1862,2,5,5,5,2,3,3,2,2,2,2,1,2,2,7,12,Dissatisfied
14989,107180,Male,Loyal Customer,56,Business travel,Business,668,3,1,1,1,1,3,3,3,3,3,3,4,3,3,0,0,Dissatisfied
14990,82746,Female,Loyal Customer,47,Business travel,Business,3244,1,5,5,5,2,4,4,1,1,1,1,2,1,4,23,17,Dissatisfied
14991,57261,Male,Loyal Customer,40,Business travel,Business,2389,2,4,4,4,5,3,4,2,2,2,2,1,2,2,0,0,Dissatisfied
14992,16908,Male,Loyal Customer,55,Personal Travel,Eco,746,4,4,4,3,4,3,3,3,2,4,4,3,4,3,183,152,Neutral
14993,79267,Male,Loyal Customer,37,Business travel,Eco Plus,998,1,2,2,2,1,1,1,1,3,4,3,1,3,1,0,93,Dissatisfied
14994,58280,Male,Loyal Customer,41,Business travel,Business,2835,4,4,4,4,5,3,2,5,5,5,5,5,5,4,1,0,Satisfied
14995,23272,Female,Loyal Customer,43,Business travel,Business,3172,3,1,1,1,3,2,3,3,3,3,3,1,3,4,32,50,Dissatisfied
14996,10418,Female,Loyal Customer,49,Business travel,Business,517,1,1,1,1,3,4,5,4,4,4,4,4,4,3,2,17,Neutral
14997,110555,Male,Loyal Customer,56,Business travel,Business,674,5,5,5,5,3,5,5,5,5,5,5,5,5,4,58,53,Very Satisfied
14998,34849,Female,Loyal Customer,52,Personal Travel,Eco Plus,301,2,1,2,3,4,3,4,1,1,2,1,4,1,2,0,0,Dissatisfied
14999,114030,Female,Loyal Customer,15,Personal Travel,Eco Plus,1838,2,5,2,3,2,2,2,2,4,4,3,5,5,2,0,0,Neutral
15000,106288,Female,Loyal Customer,9,Personal Travel,Eco,689,1,4,1,2,5,1,5,5,4,3,5,5,5,5,0,4,Satisfied
15001,93751,Male,Loyal Customer,42,Business travel,Business,368,1,1,1,1,4,4,3,1,1,1,1,3,1,3,15,12,Dissatisfied
15002,25287,Male,disloyal Customer,32,Business travel,Eco,321,3,5,4,2,1,4,1,1,2,5,1,1,4,1,9,17,Dissatisfied
15003,16796,Male,Loyal Customer,44,Business travel,Eco,1017,4,4,4,4,4,4,4,4,5,2,4,1,3,4,0,0,Satisfied
15004,8066,Female,disloyal Customer,25,Business travel,Business,125,3,4,3,3,2,3,2,2,3,3,5,4,5,2,0,0,Neutral
15005,80238,Male,disloyal Customer,38,Business travel,Business,1269,5,5,5,5,2,5,2,2,3,2,4,5,5,2,8,3,Satisfied
15006,93760,Male,Loyal Customer,56,Personal Travel,Eco,368,1,5,1,2,5,1,5,5,1,2,2,2,1,5,2,0,Dissatisfied
15007,46007,Male,Loyal Customer,61,Business travel,Eco Plus,483,4,2,2,2,4,4,4,4,3,5,1,2,2,4,0,0,Neutral
15008,77950,Male,Loyal Customer,44,Business travel,Business,3291,1,1,5,1,5,4,5,5,5,5,5,5,5,5,15,0,Satisfied
15009,38077,Male,Loyal Customer,46,Business travel,Business,2599,1,5,5,5,3,4,4,1,1,1,1,1,1,2,0,0,Dissatisfied
15010,85142,Female,Loyal Customer,45,Business travel,Business,696,5,2,5,5,4,4,4,4,4,4,4,3,4,3,1,7,Satisfied
15011,18454,Female,disloyal Customer,33,Business travel,Eco,190,2,0,2,1,1,2,1,1,5,3,3,3,5,1,0,0,Dissatisfied
15012,112713,Female,disloyal Customer,36,Business travel,Eco,323,3,3,3,3,4,3,4,4,2,5,3,4,4,4,42,50,Satisfied
15013,29138,Female,Loyal Customer,23,Personal Travel,Eco,954,3,5,3,4,3,3,3,3,4,5,5,4,4,3,0,0,Satisfied
15014,6791,Female,Loyal Customer,27,Business travel,Business,1960,2,4,3,4,2,2,2,2,4,5,3,2,3,2,20,13,Dissatisfied
15015,90261,Female,Loyal Customer,58,Business travel,Business,3516,4,4,4,4,3,5,5,4,4,4,4,5,4,3,0,0,Satisfied
15016,104556,Female,Loyal Customer,49,Business travel,Business,3114,1,1,1,1,2,4,5,5,5,5,5,4,5,4,30,23,Neutral
15017,30199,Female,Loyal Customer,39,Business travel,Eco Plus,261,4,1,1,1,4,4,4,4,3,1,2,5,4,4,0,0,Neutral
15018,63057,Male,Loyal Customer,54,Personal Travel,Eco,862,2,3,2,4,4,2,5,4,1,4,4,1,3,4,0,0,Neutral
15019,123141,Male,Loyal Customer,48,Business travel,Business,3708,1,1,1,1,4,2,3,1,1,1,1,3,1,2,1,2,Dissatisfied
15020,46467,Male,Loyal Customer,40,Business travel,Business,3821,3,3,3,3,2,4,4,4,4,4,5,4,4,4,0,0,Satisfied
15021,21948,Female,Loyal Customer,31,Business travel,Business,503,3,4,4,4,3,3,3,3,1,2,3,2,3,3,0,0,Dissatisfied
15022,11631,Female,Loyal Customer,8,Personal Travel,Eco Plus,771,2,4,3,1,4,3,4,4,4,3,4,4,4,4,23,6,Neutral
15023,69647,Female,Loyal Customer,48,Business travel,Business,569,5,5,5,5,5,4,5,4,4,4,4,4,4,4,0,0,Satisfied
15024,15013,Female,Loyal Customer,51,Business travel,Eco,557,4,5,5,5,4,3,4,4,4,4,4,3,4,3,0,0,Satisfied
15025,61019,Female,Loyal Customer,45,Business travel,Business,1802,2,2,2,2,4,4,4,1,3,2,5,4,3,4,19,74,Neutral
15026,7189,Female,disloyal Customer,24,Business travel,Eco,135,1,2,1,3,1,1,1,1,4,4,4,1,4,1,5,2,Dissatisfied
15027,87764,Male,Loyal Customer,46,Business travel,Business,214,2,2,2,2,3,5,4,5,5,5,4,4,5,5,0,10,Satisfied
15028,88030,Male,Loyal Customer,54,Business travel,Business,2837,2,2,2,2,2,4,4,5,5,5,5,5,5,4,19,19,Satisfied
15029,71058,Female,Loyal Customer,44,Personal Travel,Eco,802,4,3,4,3,5,2,3,2,2,4,2,1,2,4,103,108,Dissatisfied
15030,106465,Male,Loyal Customer,41,Business travel,Business,1300,1,1,1,1,3,4,5,5,5,5,5,5,5,3,9,0,Satisfied
15031,8068,Female,disloyal Customer,58,Business travel,Eco,335,2,2,2,4,2,2,2,2,4,1,3,4,3,2,0,4,Dissatisfied
15032,47692,Female,Loyal Customer,14,Personal Travel,Eco,1242,1,4,1,1,1,1,1,1,3,2,4,5,4,1,1,0,Dissatisfied
15033,76219,Female,Loyal Customer,32,Business travel,Business,1399,1,1,1,1,4,4,4,4,4,4,4,5,4,4,0,0,Neutral
15034,101115,Male,Loyal Customer,45,Business travel,Business,583,2,2,2,2,5,5,5,4,4,4,4,4,4,5,16,15,Satisfied
15035,118501,Female,disloyal Customer,22,Business travel,Eco,369,2,4,2,3,5,2,5,5,3,4,4,4,5,5,17,9,Satisfied
15036,11557,Female,Loyal Customer,36,Business travel,Business,2303,3,3,3,3,3,4,5,4,4,4,4,3,4,4,10,0,Satisfied
15037,29736,Male,Loyal Customer,58,Business travel,Business,1731,3,3,3,3,3,4,4,4,4,4,4,5,4,3,12,12,Satisfied
15038,76770,Female,disloyal Customer,16,Business travel,Business,689,5,0,5,3,1,5,1,1,4,4,5,5,4,1,0,0,Neutral
15039,49738,Male,Loyal Customer,30,Business travel,Business,2121,3,3,3,3,5,5,3,5,2,2,1,4,1,5,10,10,Neutral
15040,35205,Female,Loyal Customer,23,Business travel,Business,1056,1,1,1,1,4,4,4,4,3,1,3,2,4,4,0,0,Dissatisfied
15041,3202,Male,Loyal Customer,69,Personal Travel,Eco,585,3,4,3,3,4,3,4,4,4,5,5,5,4,4,33,20,Satisfied
15042,4045,Female,Loyal Customer,63,Personal Travel,Eco,419,3,2,3,4,4,3,3,3,3,3,3,3,3,2,19,23,Neutral
15043,110929,Female,Loyal Customer,8,Personal Travel,Eco,581,2,5,2,1,4,2,4,4,5,3,4,4,5,4,0,5,Satisfied
15044,65883,Female,Loyal Customer,32,Business travel,Eco Plus,1389,3,2,3,3,3,3,3,3,3,1,3,4,4,3,72,53,Dissatisfied
15045,129733,Male,disloyal Customer,23,Business travel,Business,337,5,3,5,2,5,5,5,5,3,2,5,5,5,5,0,12,Satisfied
15046,104531,Male,Loyal Customer,52,Business travel,Business,1047,3,3,3,3,2,4,4,4,4,4,4,5,4,5,0,0,Satisfied
15047,109935,Male,Loyal Customer,69,Personal Travel,Eco,1052,1,4,1,4,5,1,2,5,3,4,5,3,4,5,70,58,Neutral
15048,107226,Male,Loyal Customer,12,Personal Travel,Eco,1751,2,5,2,3,2,2,2,2,1,4,3,3,4,2,1,0,Dissatisfied
15049,30968,Male,Loyal Customer,38,Personal Travel,Eco Plus,1024,3,2,3,2,5,3,1,5,3,2,3,1,3,5,10,14,Dissatisfied
15050,55214,Male,disloyal Customer,38,Business travel,Business,1009,2,2,2,1,1,2,1,1,4,2,5,3,4,1,35,17,Dissatisfied
15051,19794,Male,Loyal Customer,67,Personal Travel,Eco,760,3,5,3,3,1,3,1,1,1,5,3,4,1,1,6,0,Dissatisfied
15052,113159,Female,disloyal Customer,11,Business travel,Eco,677,4,4,4,2,2,4,2,2,3,5,4,5,5,2,18,3,Neutral
15053,116173,Female,Loyal Customer,40,Personal Travel,Eco,325,5,2,5,4,5,5,5,5,2,1,3,1,4,5,0,1,Satisfied
15054,102397,Female,disloyal Customer,50,Business travel,Eco,223,3,4,3,3,2,3,3,2,1,3,4,2,3,2,0,0,Dissatisfied
15055,37737,Male,Loyal Customer,16,Personal Travel,Eco,944,1,2,1,2,2,1,2,2,2,1,2,3,2,2,0,0,Dissatisfied
15056,38052,Female,Loyal Customer,58,Business travel,Eco,1197,2,1,5,1,3,3,3,2,2,2,2,4,2,3,20,2,Dissatisfied
15057,23861,Male,Loyal Customer,61,Personal Travel,Eco,522,1,4,1,1,2,1,2,2,4,2,4,5,4,2,0,0,Dissatisfied
15058,112414,Male,Loyal Customer,37,Business travel,Eco,819,4,2,2,2,4,4,4,4,4,4,3,3,3,4,12,8,Neutral
15059,90131,Female,Loyal Customer,38,Business travel,Business,2188,2,5,5,5,2,2,2,3,3,3,3,2,2,2,133,121,Dissatisfied
15060,87088,Female,Loyal Customer,22,Business travel,Eco,594,4,1,1,1,4,4,5,4,3,1,2,5,3,4,36,23,Neutral
15061,51141,Male,Loyal Customer,9,Personal Travel,Eco,447,4,5,5,1,5,5,3,5,3,4,5,5,4,5,0,0,Satisfied
15062,70443,Male,Loyal Customer,35,Business travel,Business,2569,0,4,0,4,5,3,4,5,5,1,1,1,5,2,0,5,Dissatisfied
15063,95787,Male,Loyal Customer,45,Personal Travel,Eco,237,1,4,1,3,4,1,4,4,5,3,4,3,5,4,0,0,Neutral
15064,92648,Male,Loyal Customer,58,Personal Travel,Eco,453,1,5,1,1,1,1,1,1,5,2,4,5,4,1,0,0,Dissatisfied
15065,111244,Female,Loyal Customer,58,Business travel,Business,1849,3,3,3,3,5,3,4,5,5,5,5,4,5,4,0,0,Satisfied
15066,104979,Male,Loyal Customer,42,Business travel,Business,2351,0,0,0,3,4,5,4,3,3,1,1,4,3,3,0,0,Dissatisfied
15067,24051,Male,Loyal Customer,33,Personal Travel,Eco,427,3,4,3,3,2,3,2,2,4,2,4,1,1,2,28,42,Dissatisfied
15068,74147,Female,Loyal Customer,44,Business travel,Business,769,3,3,3,3,5,3,3,3,3,3,3,1,3,4,0,0,Neutral
15069,106656,Female,Loyal Customer,40,Business travel,Business,1590,2,2,3,2,3,5,4,4,4,4,4,3,4,4,13,20,Neutral
15070,93055,Female,Loyal Customer,43,Business travel,Business,297,1,1,2,1,5,5,5,5,5,5,5,3,5,3,10,0,Satisfied
15071,1073,Female,Loyal Customer,38,Personal Travel,Eco,102,2,4,2,3,1,2,1,1,3,5,5,4,4,1,3,0,Dissatisfied
15072,128351,Male,Loyal Customer,44,Business travel,Business,2694,1,1,1,1,2,4,4,4,4,4,4,5,4,5,0,0,Neutral
15073,61374,Male,disloyal Customer,18,Business travel,Business,679,5,3,4,3,2,4,2,2,5,4,5,5,4,2,0,0,Satisfied
15074,94353,Female,disloyal Customer,61,Business travel,Business,323,1,1,1,5,5,1,5,5,3,3,4,5,5,5,0,0,Satisfied
15075,52806,Male,Loyal Customer,55,Personal Travel,Business,2402,1,0,1,4,2,5,4,2,2,1,2,3,2,3,60,106,Dissatisfied
15076,16829,Male,Loyal Customer,63,Personal Travel,Eco,645,2,1,2,4,3,2,2,3,2,2,3,1,4,3,0,0,Dissatisfied
15077,16171,Female,Loyal Customer,44,Business travel,Eco,277,5,3,3,3,5,5,5,4,4,3,3,5,2,5,420,407,Satisfied
15078,122204,Female,Loyal Customer,43,Business travel,Business,2204,3,1,4,1,2,3,3,3,3,4,3,1,3,1,0,10,Dissatisfied
15079,89347,Female,disloyal Customer,60,Business travel,Eco,1587,1,1,1,3,2,1,2,2,3,3,3,2,3,2,0,11,Dissatisfied
15080,98590,Female,disloyal Customer,28,Business travel,Business,861,3,3,3,3,1,3,1,1,3,5,4,4,4,1,87,65,Dissatisfied
15081,102448,Male,Loyal Customer,52,Personal Travel,Eco,414,4,1,4,2,3,4,3,3,4,5,2,4,2,3,3,0,Neutral
15082,5318,Female,Loyal Customer,19,Business travel,Eco Plus,383,2,2,2,2,2,2,4,2,1,1,3,4,3,2,18,41,Dissatisfied
15083,85403,Female,Loyal Customer,44,Business travel,Business,152,0,4,0,5,4,4,5,1,1,1,1,5,1,4,14,0,Dissatisfied
15084,1112,Female,Loyal Customer,26,Personal Travel,Eco,102,4,4,4,3,2,4,2,2,4,3,4,5,5,2,0,0,Neutral
15085,127109,Male,Loyal Customer,29,Personal Travel,Eco,621,2,1,2,3,3,2,3,3,1,4,2,1,3,3,4,0,Dissatisfied
15086,49656,Male,Loyal Customer,38,Business travel,Business,262,0,0,0,2,1,4,5,3,3,3,3,3,3,5,0,7,Dissatisfied
15087,116500,Male,Loyal Customer,25,Personal Travel,Eco,337,4,3,4,4,1,4,1,1,4,1,3,1,3,1,68,63,Dissatisfied
15088,104115,Female,Loyal Customer,45,Business travel,Business,2737,3,3,3,3,3,4,4,4,4,4,4,4,4,4,0,0,Satisfied
15089,23784,Male,Loyal Customer,42,Business travel,Business,3874,3,3,3,3,4,5,2,5,5,5,5,1,5,3,16,12,Satisfied
15090,20366,Female,Loyal Customer,9,Personal Travel,Eco,287,2,2,2,3,1,2,1,1,2,5,3,1,3,1,2,5,Dissatisfied
15091,121082,Female,Loyal Customer,9,Personal Travel,Eco Plus,920,3,5,4,3,2,4,3,2,4,5,4,3,5,2,0,0,Satisfied
15092,106858,Female,Loyal Customer,55,Business travel,Business,577,4,4,4,4,2,4,4,3,3,3,3,3,3,5,11,0,Satisfied
15093,113119,Male,Loyal Customer,25,Personal Travel,Eco,479,3,4,3,3,5,3,5,5,1,3,3,4,4,5,99,90,Satisfied
15094,10203,Male,Loyal Customer,40,Business travel,Business,2025,4,4,4,4,2,4,4,4,4,4,4,4,4,3,0,0,Satisfied
15095,50323,Female,Loyal Customer,23,Business travel,Business,2670,5,5,5,5,5,5,5,5,1,3,2,4,4,5,0,0,Satisfied
15096,72131,Female,Loyal Customer,34,Business travel,Business,2129,3,3,5,3,3,4,4,3,3,3,3,3,3,3,5,0,Neutral
15097,36290,Female,Loyal Customer,38,Business travel,Business,2008,5,5,2,5,4,4,5,5,5,4,5,3,5,2,22,33,Satisfied
15098,33297,Male,Loyal Customer,13,Personal Travel,Eco Plus,101,2,5,2,3,3,2,2,3,3,4,5,3,4,3,0,1,Neutral
15099,62294,Male,Loyal Customer,41,Business travel,Business,3660,1,1,1,1,3,5,5,3,3,4,3,4,3,4,0,0,Dissatisfied
15100,97226,Female,Loyal Customer,20,Personal Travel,Eco Plus,1476,2,4,2,1,5,2,5,5,3,3,5,4,4,5,0,0,Satisfied
15101,50236,Male,Loyal Customer,17,Business travel,Business,109,3,3,3,3,5,5,5,5,2,2,5,2,2,5,0,0,Satisfied
15102,85147,Male,disloyal Customer,28,Business travel,Business,689,4,4,4,3,3,4,3,3,5,2,5,4,5,3,22,5,Satisfied
15103,42785,Male,Loyal Customer,50,Business travel,Eco,1118,3,1,1,1,3,3,3,3,1,3,2,3,3,3,0,25,Dissatisfied
15104,86420,Female,disloyal Customer,26,Business travel,Eco,760,3,3,3,4,1,3,1,1,3,3,4,3,3,1,0,0,Dissatisfied
15105,129026,Female,Loyal Customer,25,Personal Travel,Eco,2704,2,2,2,3,2,3,5,2,4,4,3,5,1,5,152,191,Neutral
15106,35202,Female,Loyal Customer,40,Business travel,Eco,1011,4,3,5,3,4,4,4,4,4,4,1,3,5,4,0,0,Satisfied
15107,95081,Male,Loyal Customer,61,Personal Travel,Eco,248,5,4,5,5,3,5,2,3,3,2,5,4,5,3,0,0,Satisfied
15108,14666,Male,disloyal Customer,23,Business travel,Eco,430,4,3,4,2,3,4,3,3,5,4,3,1,3,3,0,0,Neutral
15109,52725,Female,Loyal Customer,48,Business travel,Eco,406,3,4,4,4,5,4,4,4,4,3,4,3,4,3,15,0,Satisfied
15110,90823,Female,Loyal Customer,56,Business travel,Business,240,3,5,3,3,2,5,4,4,4,4,4,4,4,4,0,7,Satisfied
15111,45768,Male,Loyal Customer,31,Business travel,Business,391,5,5,4,5,4,4,4,4,4,3,3,2,4,4,0,0,Satisfied
15112,117481,Female,Loyal Customer,40,Business travel,Business,2218,3,3,3,3,5,4,5,3,3,4,3,3,3,3,0,0,Neutral
15113,117874,Female,Loyal Customer,35,Business travel,Business,2987,2,2,2,2,2,4,4,5,5,5,5,4,5,3,6,0,Satisfied
15114,99016,Male,Loyal Customer,29,Personal Travel,Eco Plus,479,3,5,3,3,1,3,1,1,4,4,4,5,4,1,0,3,Neutral
15115,67960,Male,Loyal Customer,41,Business travel,Business,1464,5,5,5,5,2,5,4,4,4,4,4,5,4,4,4,0,Satisfied
15116,67539,Female,Loyal Customer,42,Business travel,Business,1205,4,4,4,4,4,4,5,4,4,4,4,3,4,4,0,0,Satisfied
15117,78138,Female,Loyal Customer,28,Business travel,Business,1768,0,0,0,2,4,4,4,4,4,2,5,3,4,4,6,17,Dissatisfied
15118,99816,Male,Loyal Customer,55,Business travel,Business,2077,3,3,5,3,2,5,5,4,4,4,4,4,4,5,5,8,Satisfied
15119,44799,Male,disloyal Customer,47,Business travel,Business,802,3,3,3,3,2,3,2,2,2,2,3,3,4,2,0,1,Dissatisfied
15120,14748,Male,disloyal Customer,39,Business travel,Eco,463,1,2,1,3,5,1,5,5,2,4,3,1,4,5,51,111,Neutral
15121,103298,Female,Loyal Customer,63,Personal Travel,Business,1371,3,4,2,1,5,3,4,1,1,2,1,4,1,3,24,21,Dissatisfied
15122,1358,Female,Loyal Customer,63,Business travel,Business,113,5,2,5,5,5,5,5,5,5,5,5,3,5,3,0,0,Very Satisfied
15123,26126,Female,Loyal Customer,30,Business travel,Eco,404,5,2,2,2,5,5,5,5,2,5,3,4,5,5,0,0,Satisfied
15124,20984,Male,Loyal Customer,43,Personal Travel,Eco,803,2,5,2,1,2,2,2,2,5,2,3,1,5,2,0,0,Dissatisfied
